target,const,baseline_passes,highcov_passes,delta_passes,baseline_peak_el,highcov_peak_el,delta_peak_el,baseline_samples,highcov_samples,delta_samples,new_in_highcov
STARLINK-3458,STARLINK,0,5,5,0.0,26.98,26.98,0,5,5,1
STARLINK-5699,STARLINK,0,5,5,0.0,26.97,26.97,0,5,5,1
STARLINK-6345,STARLINK,0,5,5,0.0,26.82,26.82,0,5,5,1
STARLINK-35977,STARLINK,0,5,5,0.0,26.81,26.81,0,5,5,1
STARLINK-4403,STARLINK,0,5,5,0.0,26.77,26.77,0,5,5,1
STARLINK-30053,STARLINK,0,5,5,0.0,26.68,26.68,0,5,5,1
STARLINK-33827,STARLINK,0,5,5,0.0,26.59,26.59,0,5,5,1
STARLINK-5567,STARLINK,0,5,5,0.0,26.58,26.58,0,5,5,1
STARLINK-3854,STARLINK,0,5,5,0.0,26.49,26.49,0,5,5,1
STARLINK-4787,STARLINK,0,5,5,0.0,26.49,26.49,0,5,5,1
STARLINK-11288 [DTC],STARLINK,0,5,5,0.0,26.46,26.46,0,5,5,1
STARLINK-5001,STARLINK,0,5,5,0.0,26.41,26.41,0,5,5,1
STARLINK-32094,STARLINK,0,5,5,0.0,26.33,26.33,0,5,5,1
STARLINK-2084,STARLINK,0,5,5,0.0,26.3,26.3,0,5,5,1
STARLINK-30301,STARLINK,0,5,5,0.0,26.3,26.3,0,5,5,1
STARLINK-4636,STARLINK,0,5,5,0.0,26.24,26.24,0,5,5,1
STARLINK-1905,STARLINK,0,5,5,0.0,26.11,26.11,0,5,5,1
STARLINK-5089,STARLINK,0,5,5,0.0,26.09,26.09,0,5,5,1
STARLINK-3903,STARLINK,0,5,5,0.0,26.02,26.02,0,5,5,1
STARLINK-36144,STARLINK,0,5,5,0.0,25.98,25.98,0,5,5,1
STARLINK-3804,STARLINK,0,5,5,0.0,25.64,25.64,0,5,5,1
STARLINK-11196 [DTC],STARLINK,0,5,5,0.0,25.63,25.63,0,5,5,1
STARLINK-5799,STARLINK,0,5,5,0.0,25.51,25.51,0,5,5,1
STARLINK-4652,STARLINK,0,5,5,0.0,25.48,25.48,0,5,5,1
STARLINK-34477,STARLINK,0,5,5,0.0,25.47,25.47,0,5,5,1
STARLINK-30215,STARLINK,0,5,5,0.0,25.43,25.43,0,5,5,1
STARLINK-1882,STARLINK,0,5,5,0.0,25.38,25.38,0,5,5,1
STARLINK-31461,STARLINK,0,5,5,0.0,25.35,25.35,0,5,5,1
STARLINK-1555,STARLINK,0,5,5,0.0,24.89,24.89,0,5,5,1
STARLINK-11394 [DTC],STARLINK,0,5,5,0.0,24.81,24.81,0,5,5,1
STARLINK-33579,STARLINK,0,5,5,0.0,24.8,24.8,0,5,5,1
STARLINK-31534,STARLINK,0,5,5,0.0,24.62,24.62,0,5,5,1
STARLINK-11149 [DTC],STARLINK,0,5,5,0.0,24.6,24.6,0,5,5,1
STARLINK-4553,STARLINK,0,5,5,0.0,24.55,24.55,0,5,5,1
STARLINK-34624,STARLINK,0,5,5,0.0,24.52,24.52,0,5,5,1
STARLINK-30336,STARLINK,0,5,5,0.0,24.51,24.51,0,5,5,1
STARLINK-5788,STARLINK,0,5,5,0.0,24.5,24.5,0,5,5,1
STARLINK-5010,STARLINK,0,5,5,0.0,24.48,24.48,0,5,5,1
STARLINK-2050,STARLINK,0,5,5,0.0,24.47,24.47,0,5,5,1
STARLINK-30467,STARLINK,0,5,5,0.0,24.38,24.38,0,5,5,1
STARLINK-33938,STARLINK,0,5,5,0.0,24.32,24.32,0,5,5,1
STARLINK-5140,STARLINK,0,5,5,0.0,24.29,24.29,0,5,5,1
STARLINK-35634,STARLINK,0,5,5,0.0,24.01,24.01,0,5,5,1
STARLINK-4496,STARLINK,0,5,5,0.0,24.01,24.01,0,5,5,1
STARLINK-36289,STARLINK,0,5,5,0.0,23.99,23.99,0,5,5,1
STARLINK-30488,STARLINK,0,5,5,0.0,23.94,23.94,0,5,5,1
STARLINK-11463 [DTC],STARLINK,0,5,5,0.0,23.75,23.75,0,5,5,1
STARLINK-32811,STARLINK,0,5,5,0.0,23.74,23.74,0,5,5,1
STARLINK-11649 [DTC],STARLINK,0,5,5,0.0,23.67,23.67,0,5,5,1
STARLINK-5680,STARLINK,0,5,5,0.0,23.6,23.6,0,5,5,1
STARLINK-3287,STARLINK,0,5,5,0.0,23.58,23.58,0,5,5,1
STARLINK-35981,STARLINK,0,5,5,0.0,23.56,23.56,0,5,5,1
STARLINK-11158 [DTC],STARLINK,0,5,5,0.0,23.49,23.49,0,5,5,1
STARLINK-30078,STARLINK,0,5,5,0.0,23.49,23.49,0,5,5,1
STARLINK-3904,STARLINK,0,5,5,0.0,23.46,23.46,0,5,5,1
STARLINK-3457,STARLINK,0,5,5,0.0,23.45,23.45,0,5,5,1
STARLINK-33923,STARLINK,0,5,5,0.0,23.24,23.24,0,5,5,1
STARLINK-5409,STARLINK,0,5,5,0.0,23.08,23.08,0,5,5,1
STARLINK-11356 [DTC],STARLINK,0,5,5,0.0,23.0,23.0,0,5,5,1
STARLINK-31283,STARLINK,0,5,5,0.0,22.93,22.93,0,5,5,1
STARLINK-34497,STARLINK,0,5,5,0.0,22.81,22.81,0,5,5,1
STARLINK-3781,STARLINK,0,5,5,0.0,22.81,22.81,0,5,5,1
STARLINK-5396,STARLINK,0,5,5,0.0,22.76,22.76,0,5,5,1
STARLINK-36611,STARLINK,0,5,5,0.0,22.75,22.75,0,5,5,1
STARLINK-11467 [DTC],STARLINK,0,5,5,0.0,22.67,22.67,0,5,5,1
STARLINK-3973,STARLINK,0,5,5,0.0,22.67,22.67,0,5,5,1
STARLINK-5859,STARLINK,0,5,5,0.0,22.53,22.53,0,5,5,1
STARLINK-32263,STARLINK,0,5,5,0.0,22.35,22.35,0,5,5,1
STARLINK-34316,STARLINK,0,5,5,0.0,22.35,22.35,0,5,5,1
STARLINK-4503,STARLINK,0,5,5,0.0,22.3,22.3,0,5,5,1
STARLINK-11483 [DTC],STARLINK,0,5,5,0.0,22.24,22.24,0,5,5,1
STARLINK-5912,STARLINK,0,5,5,0.0,22.16,22.16,0,5,5,1
STARLINK-3103,STARLINK,0,5,5,0.0,22.1,22.1,0,5,5,1
STARLINK-32160,STARLINK,0,5,5,0.0,22.09,22.09,0,5,5,1
STARLINK-4574,STARLINK,0,5,5,0.0,22.07,22.07,0,5,5,1
STARLINK-30469,STARLINK,0,5,5,0.0,22.04,22.04,0,5,5,1
STARLINK-4551,STARLINK,0,5,5,0.0,21.95,21.95,0,5,5,1
STARLINK-5053,STARLINK,0,5,5,0.0,21.83,21.83,0,5,5,1
STARLINK-5359,STARLINK,0,5,5,0.0,21.83,21.83,0,5,5,1
STARLINK-11077 [DTC],STARLINK,0,5,5,0.0,21.82,21.82,0,5,5,1
STARLINK-5556,STARLINK,0,5,5,0.0,21.77,21.77,0,5,5,1
STARLINK-11469 [DTC],STARLINK,0,5,5,0.0,21.67,21.67,0,5,5,1
STARLINK-4570,STARLINK,0,5,5,0.0,21.63,21.63,0,5,5,1
STARLINK-31400,STARLINK,0,5,5,0.0,21.57,21.57,0,5,5,1
STARLINK-36648,STARLINK,0,5,5,0.0,21.49,21.49,0,5,5,1
STARLINK-4304,STARLINK,0,5,5,0.0,20.97,20.97,0,5,5,1
STARLINK-31149,STARLINK,0,5,5,0.0,20.83,20.83,0,5,5,1
STARLINK-3282,STARLINK,0,5,5,0.0,20.53,20.53,0,5,5,1
STARLINK-34649,STARLINK,0,5,5,0.0,20.52,20.52,0,5,5,1
STARLINK-5915,STARLINK,0,5,5,0.0,20.44,20.44,0,5,5,1
STARLINK-5211,STARLINK,0,5,5,0.0,20.43,20.43,0,5,5,1
STARLINK-5827,STARLINK,0,5,5,0.0,20.32,20.32,0,5,5,1
STARLINK-5916,STARLINK,0,5,5,0.0,20.25,20.25,0,5,5,1
STARLINK-30240,STARLINK,0,5,5,0.0,20.22,20.22,0,5,5,1
STARLINK-11076 [DTC],STARLINK,0,5,5,0.0,20.1,20.1,0,5,5,1
STARLINK-11360 [DTC],STARLINK,0,5,5,0.0,20.05,20.05,0,5,5,1
STARLINK-1928,STARLINK,0,5,5,0.0,19.98,19.98,0,5,5,1
STARLINK-3957,STARLINK,0,5,5,0.0,19.95,19.95,0,5,5,1
STARLINK-1558,STARLINK,0,5,5,0.0,19.77,19.77,0,5,5,1
STARLINK-4673,STARLINK,0,5,5,0.0,19.57,19.57,0,5,5,1
STARLINK-5902,STARLINK,0,5,5,0.0,19.4,19.4,0,5,5,1
STARLINK-11136 [DTC],STARLINK,0,5,5,0.0,19.3,19.3,0,5,5,1
STARLINK-6106,STARLINK,0,5,5,0.0,19.24,19.24,0,5,5,1
STARLINK-36646,STARLINK,0,5,5,0.0,19.0,19.0,0,5,5,1
STARLINK-1931,STARLINK,0,5,5,0.0,18.93,18.93,0,5,5,1
STARLINK-30068,STARLINK,0,5,5,0.0,18.72,18.72,0,5,5,1
STARLINK-11199 [DTC],STARLINK,0,5,5,0.0,18.5,18.5,0,5,5,1
STARLINK-5364,STARLINK,0,5,5,0.0,18.43,18.43,0,5,5,1
STARLINK-30993,STARLINK,0,5,5,0.0,18.33,18.33,0,5,5,1
STARLINK-3071,STARLINK,0,5,5,0.0,18.3,18.3,0,5,5,1
STARLINK-5934,STARLINK,0,5,5,0.0,18.11,18.11,0,5,5,1
STARLINK-11456 [DTC],STARLINK,0,5,5,0.0,17.7,17.7,0,5,5,1
STARLINK-11075 [DTC],STARLINK,0,5,5,0.0,17.67,17.67,0,5,5,1
STARLINK-11282 [DTC],STARLINK,0,5,5,0.0,17.56,17.56,0,5,5,1
STARLINK-4620,STARLINK,0,5,5,0.0,17.4,17.4,0,5,5,1
STARLINK-3888,STARLINK,0,5,5,0.0,16.9,16.9,0,5,5,1
STARLINK-1570,STARLINK,0,5,5,0.0,16.68,16.68,0,5,5,1
STARLINK-1765,STARLINK,0,5,5,0.0,16.22,16.22,0,5,5,1
STARLINK-31182,STARLINK,0,5,5,0.0,15.43,15.43,0,5,5,1
STARLINK-11086 [DTC],STARLINK,0,5,5,0.0,15.27,15.27,0,5,5,1
STARLINK-4617,STARLINK,0,5,5,0.0,15.14,15.14,0,5,5,1
STARLINK-2266,STARLINK,0,5,5,0.0,14.91,14.91,0,5,5,1
STARLINK-11370 [DTC],STARLINK,0,5,5,0.0,14.47,14.47,0,5,5,1
STARLINK-3870,STARLINK,0,5,5,0.0,14.37,14.37,0,5,5,1
STARLINK-5581,STARLINK,0,5,5,0.0,14.05,14.05,0,5,5,1
STARLINK-11465 [DTC],STARLINK,0,5,5,0.0,12.99,12.99,0,5,5,1
STARLINK-11081 [DTC],STARLINK,0,5,5,0.0,12.97,12.97,0,5,5,1
STARLINK-1683,STARLINK,0,5,5,0.0,12.26,12.26,0,5,5,1
STARLINK-36590,STARLINK,0,5,5,0.0,11.73,11.73,0,5,5,1
STARLINK-33695,STARLINK,0,4,4,0.0,82.02,82.02,0,4,4,1
STARLINK-11297 [DTC],STARLINK,0,4,4,0.0,72.66,72.66,0,4,4,1
STARLINK-1407,STARLINK,0,4,4,0.0,72.48,72.48,0,4,4,1
STARLINK-1942,STARLINK,0,4,4,0.0,69.49,69.49,0,4,4,1
STARLINK-1845,STARLINK,0,4,4,0.0,68.32,68.32,0,4,4,1
STARLINK-11495 [DTC],STARLINK,0,4,4,0.0,67.36,67.36,0,4,4,1
STARLINK-11516 [DTC],STARLINK,0,4,4,0.0,66.88,66.88,0,4,4,1
STARLINK-11662 [DTC],STARLINK,0,4,4,0.0,66.87,66.87,0,4,4,1
STARLINK-11427 [DTC],STARLINK,0,4,4,0.0,66.77,66.77,0,4,4,1
STARLINK-11737 [DTC],STARLINK,0,4,4,0.0,66.63,66.63,0,4,4,1
STARLINK-11531 [DTC],STARLINK,0,4,4,0.0,66.32,66.32,0,4,4,1
STARLINK-11533 [DTC],STARLINK,0,4,4,0.0,64.89,64.89,0,4,4,1
STARLINK-11638 [DTC],STARLINK,0,4,4,0.0,63.64,63.64,0,4,4,1
STARLINK-1327,STARLINK,0,4,4,0.0,63.6,63.6,0,4,4,1
STARLINK-11644 [DTC],STARLINK,0,4,4,0.0,62.46,62.46,0,4,4,1
STARLINK-11135 [DTC],STARLINK,0,4,4,0.0,61.5,61.5,0,4,4,1
STARLINK-11489 [DTC],STARLINK,0,4,4,0.0,61.41,61.41,0,4,4,1
STARLINK-11452 [DTC],STARLINK,0,4,4,0.0,60.91,60.91,0,4,4,1
STARLINK-32262,STARLINK,0,4,4,0.0,60.88,60.88,0,4,4,1
STARLINK-34560,STARLINK,0,4,4,0.0,60.59,60.59,0,4,4,1
STARLINK-3450,STARLINK,0,4,4,0.0,60.48,60.48,0,4,4,1
STARLINK-11746 [DTC],STARLINK,0,4,4,0.0,60.26,60.26,0,4,4,1
STARLINK-32130,STARLINK,0,4,4,0.0,59.12,59.12,0,4,4,1
STARLINK-2657,STARLINK,0,4,4,0.0,59.05,59.05,0,4,4,1
STARLINK-1714,STARLINK,0,4,4,0.0,58.97,58.97,0,4,4,1
STARLINK-1597,STARLINK,0,4,4,0.0,58.92,58.92,0,4,4,1
STARLINK-32457,STARLINK,0,4,4,0.0,58.72,58.72,0,4,4,1
STARLINK-31365,STARLINK,0,4,4,0.0,58.47,58.47,0,4,4,1
STARLINK-32314,STARLINK,0,4,4,0.0,58.17,58.17,0,4,4,1
STARLINK-31369,STARLINK,0,4,4,0.0,57.89,57.89,0,4,4,1
STARLINK-2739,STARLINK,0,4,4,0.0,57.76,57.76,0,4,4,1
STARLINK-32275,STARLINK,0,4,4,0.0,57.61,57.61,0,4,4,1
STARLINK-11733 [DTC],STARLINK,0,4,4,0.0,57.29,57.29,0,4,4,1
STARLINK-11233 [DTC],STARLINK,0,4,4,0.0,57.22,57.22,0,4,4,1
STARLINK-34752,STARLINK,0,4,4,0.0,57.01,57.01,0,4,4,1
STARLINK-11129 [DTC],STARLINK,0,4,4,0.0,56.89,56.89,0,4,4,1
STARLINK-1338,STARLINK,0,4,4,0.0,56.83,56.83,0,4,4,1
STARLINK-35301,STARLINK,0,4,4,0.0,56.57,56.57,0,4,4,1
STARLINK-11549 [DTC],STARLINK,0,4,4,0.0,56.44,56.44,0,4,4,1
STARLINK-11599 [DTC],STARLINK,0,4,4,0.0,56.11,56.11,0,4,4,1
STARLINK-32202,STARLINK,0,4,4,0.0,56.11,56.11,0,4,4,1
STARLINK-1583,STARLINK,0,4,4,0.0,55.6,55.6,0,4,4,1
STARLINK-11259 [DTC],STARLINK,0,4,4,0.0,55.53,55.53,0,4,4,1
STARLINK-35461,STARLINK,0,4,4,0.0,55.39,55.39,0,4,4,1
STARLINK-35304,STARLINK,0,4,4,0.0,55.35,55.35,0,4,4,1
STARLINK-32835,STARLINK,0,4,4,0.0,55.33,55.33,0,4,4,1
STARLINK-35636,STARLINK,0,4,4,0.0,55.26,55.26,0,4,4,1
STARLINK-34605,STARLINK,0,4,4,0.0,55.12,55.12,0,4,4,1
STARLINK-34231,STARLINK,0,4,4,0.0,55.0,55.0,0,4,4,1
STARLINK-2358,STARLINK,0,4,4,0.0,54.99,54.99,0,4,4,1
STARLINK-31528,STARLINK,0,4,4,0.0,54.83,54.83,0,4,4,1
STARLINK-31643,STARLINK,0,4,4,0.0,54.72,54.72,0,4,4,1
STARLINK-32181,STARLINK,0,4,4,0.0,54.05,54.05,0,4,4,1
STARLINK-11702 [DTC],STARLINK,0,4,4,0.0,53.79,53.79,0,4,4,1
STARLINK-11492 [DTC],STARLINK,0,4,4,0.0,53.74,53.74,0,4,4,1
STARLINK-31341,STARLINK,0,4,4,0.0,53.49,53.49,0,4,4,1
STARLINK-30514,STARLINK,0,4,4,0.0,53.17,53.17,0,4,4,1
STARLINK-31745,STARLINK,0,4,4,0.0,53.1,53.1,0,4,4,1
STARLINK-31757,STARLINK,0,4,4,0.0,53.09,53.09,0,4,4,1
STARLINK-4640,STARLINK,0,4,4,0.0,53.06,53.06,0,4,4,1
STARLINK-31385,STARLINK,0,4,4,0.0,53.05,53.05,0,4,4,1
STARLINK-36000,STARLINK,0,4,4,0.0,52.95,52.95,0,4,4,1
STARLINK-35063,STARLINK,0,4,4,0.0,52.77,52.77,0,4,4,1
STARLINK-11745 [DTC],STARLINK,0,4,4,0.0,52.74,52.74,0,4,4,1
STARLINK-1545,STARLINK,0,4,4,0.0,52.4,52.4,0,4,4,1
STARLINK-11234 [DTC],STARLINK,0,4,4,0.0,52.34,52.34,0,4,4,1
STARLINK-2354,STARLINK,0,4,4,0.0,52.34,52.34,0,4,4,1
STARLINK-35226,STARLINK,0,4,4,0.0,52.28,52.28,0,4,4,1
STARLINK-30285,STARLINK,0,4,4,0.0,52.2,52.2,0,4,4,1
STARLINK-32426,STARLINK,0,4,4,0.0,52.19,52.19,0,4,4,1
STARLINK-11692 [DTC],STARLINK,0,4,4,0.0,52.16,52.16,0,4,4,1
STARLINK-11087 [DTC],STARLINK,0,4,4,0.0,52.14,52.14,0,4,4,1
STARLINK-35242,STARLINK,0,4,4,0.0,52.09,52.09,0,4,4,1
STARLINK-11641 [DTC],STARLINK,0,4,4,0.0,52.05,52.05,0,4,4,1
STARLINK-35541,STARLINK,0,4,4,0.0,51.93,51.93,0,4,4,1
STARLINK-35156,STARLINK,0,4,4,0.0,51.86,51.86,0,4,4,1
STARLINK-34527,STARLINK,0,4,4,0.0,51.69,51.69,0,4,4,1
STARLINK-35487,STARLINK,0,4,4,0.0,51.59,51.59,0,4,4,1
STARLINK-31270,STARLINK,0,4,4,0.0,51.51,51.51,0,4,4,1
STARLINK-31389,STARLINK,0,4,4,0.0,51.48,51.48,0,4,4,1
STARLINK-11608 [DTC],STARLINK,0,4,4,0.0,51.47,51.47,0,4,4,1
STARLINK-35448,STARLINK,0,4,4,0.0,51.23,51.23,0,4,4,1
STARLINK-32353,STARLINK,0,4,4,0.0,51.2,51.2,0,4,4,1
STARLINK-11723 [DTC],STARLINK,0,4,4,0.0,51.16,51.16,0,4,4,1
STARLINK-2725,STARLINK,0,4,4,0.0,51.07,51.07,0,4,4,1
STARLINK-30704,STARLINK,0,4,4,0.0,50.99,50.99,0,4,4,1
STARLINK-34214,STARLINK,0,4,4,0.0,50.95,50.95,0,4,4,1
STARLINK-35536,STARLINK,0,4,4,0.0,50.88,50.88,0,4,4,1
STARLINK-11429 [DTC],STARLINK,0,4,4,0.0,50.84,50.84,0,4,4,1
STARLINK-35337,STARLINK,0,4,4,0.0,50.66,50.66,0,4,4,1
STARLINK-31023,STARLINK,0,4,4,0.0,50.62,50.62,0,4,4,1
STARLINK-33652,STARLINK,0,4,4,0.0,50.6,50.6,0,4,4,1
STARLINK-11487 [DTC],STARLINK,0,4,4,0.0,50.45,50.45,0,4,4,1
STARLINK-1707,STARLINK,0,4,4,0.0,50.26,50.26,0,4,4,1
STARLINK-34188,STARLINK,0,4,4,0.0,50.19,50.19,0,4,4,1
STARLINK-36561,STARLINK,0,4,4,0.0,50.19,50.19,0,4,4,1
STARLINK-33644,STARLINK,0,4,4,0.0,50.18,50.18,0,4,4,1
STARLINK-35621,STARLINK,0,4,4,0.0,50.18,50.18,0,4,4,1
STARLINK-32795,STARLINK,0,4,4,0.0,50.09,50.09,0,4,4,1
STARLINK-35057,STARLINK,0,4,4,0.0,50.03,50.03,0,4,4,1
STARLINK-34738,STARLINK,0,4,4,0.0,49.96,49.96,0,4,4,1
STARLINK-31297,STARLINK,0,4,4,0.0,49.95,49.95,0,4,4,1
STARLINK-35466,STARLINK,0,4,4,0.0,49.92,49.92,0,4,4,1
STARLINK-35340,STARLINK,0,4,4,0.0,49.86,49.86,0,4,4,1
STARLINK-35245,STARLINK,0,4,4,0.0,49.83,49.83,0,4,4,1
STARLINK-34816,STARLINK,0,4,4,0.0,49.68,49.68,0,4,4,1
STARLINK-35445,STARLINK,0,4,4,0.0,49.62,49.62,0,4,4,1
STARLINK-31717,STARLINK,0,4,4,0.0,49.36,49.36,0,4,4,1
STARLINK-36640,STARLINK,0,4,4,0.0,49.33,49.33,0,4,4,1
STARLINK-32190,STARLINK,0,4,4,0.0,49.24,49.24,0,4,4,1
STARLINK-11275 [DTC],STARLINK,0,4,4,0.0,49.15,49.15,0,4,4,1
STARLINK-11480 [DTC],STARLINK,0,4,4,0.0,49.13,49.13,0,4,4,1
STARLINK-1540,STARLINK,0,4,4,0.0,49.1,49.1,0,4,4,1
STARLINK-11491 [DTC],STARLINK,0,4,4,0.0,49.09,49.09,0,4,4,1
STARLINK-1911,STARLINK,0,4,4,0.0,49.02,49.02,0,4,4,1
STARLINK-32131,STARLINK,0,4,4,0.0,49.01,49.01,0,4,4,1
STARLINK-11473 [DTC],STARLINK,0,4,4,0.0,48.74,48.74,0,4,4,1
STARLINK-35247,STARLINK,0,4,4,0.0,48.69,48.69,0,4,4,1
STARLINK-35202,STARLINK,0,4,4,0.0,48.65,48.65,0,4,4,1
STARLINK-32085,STARLINK,0,4,4,0.0,48.53,48.53,0,4,4,1
STARLINK-30142,STARLINK,0,4,4,0.0,48.51,48.51,0,4,4,1
STARLINK-1361,STARLINK,0,4,4,0.0,48.5,48.5,0,4,4,1
STARLINK-35256,STARLINK,0,4,4,0.0,48.44,48.44,0,4,4,1
STARLINK-32021,STARLINK,0,4,4,0.0,48.38,48.38,0,4,4,1
STARLINK-4078,STARLINK,0,4,4,0.0,48.28,48.28,0,4,4,1
STARLINK-35414,STARLINK,0,4,4,0.0,48.22,48.22,0,4,4,1
STARLINK-34526,STARLINK,0,4,4,0.0,48.21,48.21,0,4,4,1
STARLINK-4334,STARLINK,0,4,4,0.0,48.18,48.18,0,4,4,1
STARLINK-34240,STARLINK,0,4,4,0.0,48.15,48.15,0,4,4,1
STARLINK-31911,STARLINK,0,4,4,0.0,48.13,48.13,0,4,4,1
STARLINK-32269,STARLINK,0,4,4,0.0,48.06,48.06,0,4,4,1
STARLINK-35195,STARLINK,0,4,4,0.0,47.96,47.96,0,4,4,1
STARLINK-35459,STARLINK,0,4,4,0.0,47.83,47.83,0,4,4,1
STARLINK-1554,STARLINK,0,4,4,0.0,47.8,47.8,0,4,4,1
STARLINK-31987,STARLINK,0,4,4,0.0,47.76,47.76,0,4,4,1
STARLINK-11705 [DTC],STARLINK,0,4,4,0.0,47.75,47.75,0,4,4,1
STARLINK-2470,STARLINK,0,4,4,0.0,47.73,47.73,0,4,4,1
STARLINK-35613,STARLINK,0,4,4,0.0,47.71,47.71,0,4,4,1
STARLINK-31355,STARLINK,0,4,4,0.0,47.66,47.66,0,4,4,1
STARLINK-31077,STARLINK,0,4,4,0.0,47.63,47.63,0,4,4,1
STARLINK-35528,STARLINK,0,4,4,0.0,47.62,47.62,0,4,4,1
STARLINK-31327,STARLINK,0,4,4,0.0,47.61,47.61,0,4,4,1
STARLINK-11588 [DTC],STARLINK,0,4,4,0.0,47.56,47.56,0,4,4,1
STARLINK-30949,STARLINK,0,4,4,0.0,47.28,47.28,0,4,4,1
STARLINK-2486,STARLINK,0,4,4,0.0,47.26,47.26,0,4,4,1
STARLINK-32843,STARLINK,0,4,4,0.0,47.18,47.18,0,4,4,1
STARLINK-3369,STARLINK,0,4,4,0.0,47.05,47.05,0,4,4,1
STARLINK-34272,STARLINK,0,4,4,0.0,47.04,47.04,0,4,4,1
STARLINK-33690,STARLINK,0,4,4,0.0,47.03,47.03,0,4,4,1
STARLINK-32475,STARLINK,0,4,4,0.0,47.02,47.02,0,4,4,1
STARLINK-33654,STARLINK,0,4,4,0.0,46.98,46.98,0,4,4,1
STARLINK-30952,STARLINK,0,4,4,0.0,46.92,46.92,0,4,4,1
STARLINK-35200,STARLINK,0,4,4,0.0,46.91,46.91,0,4,4,1
STARLINK-33675,STARLINK,0,4,4,0.0,46.88,46.88,0,4,4,1
STARLINK-35995,STARLINK,0,4,4,0.0,46.68,46.68,0,4,4,1
STARLINK-34361,STARLINK,0,4,4,0.0,46.52,46.52,0,4,4,1
STARLINK-31780,STARLINK,0,4,4,0.0,46.36,46.36,0,4,4,1
STARLINK-35585,STARLINK,0,4,4,0.0,46.29,46.29,0,4,4,1
STARLINK-32704,STARLINK,0,4,4,0.0,46.26,46.26,0,4,4,1
STARLINK-35186,STARLINK,0,4,4,0.0,46.16,46.16,0,4,4,1
STARLINK-31543,STARLINK,0,4,4,0.0,45.99,45.99,0,4,4,1
STARLINK-35964,STARLINK,0,4,4,0.0,45.95,45.95,0,4,4,1
STARLINK-35183,STARLINK,0,4,4,0.0,45.93,45.93,0,4,4,1
STARLINK-34721,STARLINK,0,4,4,0.0,45.85,45.85,0,4,4,1
STARLINK-36585,STARLINK,0,4,4,0.0,45.76,45.76,0,4,4,1
STARLINK-35125,STARLINK,0,4,4,0.0,45.74,45.74,0,4,4,1
STARLINK-35540,STARLINK,0,4,4,0.0,45.65,45.65,0,4,4,1
STARLINK-34740,STARLINK,0,4,4,0.0,45.58,45.58,0,4,4,1
STARLINK-32540,STARLINK,0,4,4,0.0,45.48,45.48,0,4,4,1
STARLINK-35026,STARLINK,0,4,4,0.0,45.48,45.48,0,4,4,1
STARLINK-11450 [DTC],STARLINK,0,4,4,0.0,45.38,45.38,0,4,4,1
STARLINK-35177,STARLINK,0,4,4,0.0,45.34,45.34,0,4,4,1
STARLINK-31403,STARLINK,0,4,4,0.0,45.22,45.22,0,4,4,1
STARLINK-36575,STARLINK,0,4,4,0.0,45.11,45.11,0,4,4,1
STARLINK-2615,STARLINK,0,4,4,0.0,45.1,45.1,0,4,4,1
STARLINK-31132,STARLINK,0,4,4,0.0,44.91,44.91,0,4,4,1
STARLINK-36701,STARLINK,0,4,4,0.0,44.82,44.82,0,4,4,1
STARLINK-32108,STARLINK,0,4,4,0.0,44.72,44.72,0,4,4,1
STARLINK-35096,STARLINK,0,4,4,0.0,44.62,44.62,0,4,4,1
STARLINK-31011,STARLINK,0,4,4,0.0,44.59,44.59,0,4,4,1
STARLINK-34427,STARLINK,0,4,4,0.0,44.57,44.57,0,4,4,1
STARLINK-1856,STARLINK,0,4,4,0.0,44.36,44.36,0,4,4,1
STARLINK-11466 [DTC],STARLINK,0,4,4,0.0,44.06,44.06,0,4,4,1
STARLINK-11372 [DTC],STARLINK,0,4,4,0.0,43.86,43.86,0,4,4,1
STARLINK-34363,STARLINK,0,4,4,0.0,43.78,43.78,0,4,4,1
STARLINK-30518,STARLINK,0,4,4,0.0,43.7,43.7,0,4,4,1
STARLINK-35100,STARLINK,0,4,4,0.0,43.7,43.7,0,4,4,1
STARLINK-35290,STARLINK,0,4,4,0.0,43.63,43.63,0,4,4,1
STARLINK-33869,STARLINK,0,4,4,0.0,43.52,43.52,0,4,4,1
STARLINK-35267,STARLINK,0,4,4,0.0,43.52,43.52,0,4,4,1
STARLINK-11182 [DTC],STARLINK,0,4,4,0.0,43.44,43.44,0,4,4,1
STARLINK-11646 [DTC],STARLINK,0,4,4,0.0,43.44,43.44,0,4,4,1
STARLINK-30925,STARLINK,0,4,4,0.0,43.25,43.25,0,4,4,1
STARLINK-4368,STARLINK,0,4,4,0.0,43.25,43.25,0,4,4,1
STARLINK-11188 [DTC],STARLINK,0,4,4,0.0,43.22,43.22,0,4,4,1
STARLINK-33951,STARLINK,0,4,4,0.0,43.09,43.09,0,4,4,1
STARLINK-31549,STARLINK,0,4,4,0.0,43.04,43.04,0,4,4,1
STARLINK-31351,STARLINK,0,4,4,0.0,43.0,43.0,0,4,4,1
STARLINK-33925,STARLINK,0,4,4,0.0,42.94,42.94,0,4,4,1
STARLINK-35285,STARLINK,0,4,4,0.0,42.94,42.94,0,4,4,1
STARLINK-35006,STARLINK,0,4,4,0.0,42.91,42.91,0,4,4,1
STARLINK-36706,STARLINK,0,4,4,0.0,42.9,42.9,0,4,4,1
